id,company_id,review_title,review_rating,review_date
9826,1039,Amazing colleagues,4.8,2024-08-15 14:08:53
9827,146,Toxic workplace,3.0,2023-11-01 14:08:53
9828,141,Limited growth,4.4,2025-05-11 14:08:53
9829,1947,Underpaid position,2.4,2024-09-24 14:08:53
9830,1625,Good work-life balance,3.8,2025-05-20 14:08:53
9831,1874,Limited growth,1.6,2023-02-04 14:08:53
9832,1409,Fast-paced environment,4.5,2025-03-23 14:08:53
9833,1580,Supportive team,4.6,2023-09-02 14:08:53
9834,339,Challenging projects,5.0,2025-05-23 14:08:53
9835,1051,Challenging projects,2.6,2024-08-23 14:08:53
9836,173,Competitive salary,3.1,2025-09-07 14:08:53
9837,3,Supportive team,1.7,2025-06-22 14:08:53
9838,1737,Remote-friendly,3.7,2024-04-18 14:08:53
9839,158,Flexible working hours,3.8,2025-09-25 14:08:53
9840,254,Innovative environment,4.9,2023-07-20 14:08:53
9841,242,Supportive team,3.7,2025-03-12 14:08:53
9842,856,Learning opportunities,2.6,2023-07-18 14:08:53
9843,1261,Fast-paced environment,1.3,2025-08-23 14:08:53
9844,1857,Amazing company culture,4.1,2024-06-29 14:08:53
9845,146,Poor management,1.3,2025-11-11 14:08:53
9846,19,Excellent benefits,1.1,2025-09-13 14:08:53
9847,834,Toxic workplace,3.9,2025-01-18 14:08:53
9848,1404,Good work-life balance,3.9,2025-01-10 14:08:53
9849,187,Amazing colleagues,4.5,2025-11-10 14:08:53
9850,1147,High stress environment,4.4,2024-08-31 14:08:53
9851,853,Flexible working hours,1.7,2023-11-12 14:08:53
9852,250,Toxic workplace,2.8,2025-08-23 14:08:53
9853,488,Amazing colleagues,4.4,2023-07-19 14:08:53
9854,585,Supportive team,2.2,2023-08-13 14:08:53
9855,302,Fast-paced environment,4.8,2025-01-29 14:08:53
9856,1690,Good work-life balance,4.0,2024-02-17 14:08:53
9857,319,Strong leadership,2.4,2024-06-23 14:08:53
9858,633,Challenging projects,1.2,2024-12-05 14:08:53
9859,689,Career growth opportunities,1.5,2023-04-05 14:08:53
9860,726,Poor management,2.8,2023-06-23 14:08:53
9861,360,Excellent benefits,2.0,2023-05-16 14:08:53
9862,1954,Amazing company culture,1.2,2023-02-03 14:08:53
9863,749,Challenging projects,2.0,2023-06-27 14:08:53
9864,1948,Amazing company culture,3.0,2023-01-15 14:08:53
9865,188,Innovative environment,4.3,2025-08-24 14:08:53
9866,313,Challenging projects,3.8,2023-12-26 14:08:53
9867,1310,Amazing company culture,2.9,2023-02-04 14:08:53
9868,459,Competitive salary,3.1,2025-07-09 14:08:53
9869,1648,Competitive salary,3.1,2024-09-23 14:08:53
9870,1322,Amazing company culture,1.3,2023-03-15 14:08:53
9871,311,Fast-paced environment,2.6,2025-03-03 14:08:53
9872,1547,Challenging projects,3.9,2023-06-24 14:08:53
9873,1449,Remote-friendly,4.1,2024-03-09 14:08:53
9874,341,Amazing company culture,1.7,2024-05-28 14:08:53
9875,1305,Supportive team,3.9,2025-10-08 14:08:53
9876,792,Flexible working hours,1.3,2025-04-27 14:08:53
9877,71,Competitive salary,4.0,2023-07-23 14:08:53
9878,503,Strong leadership,4.7,2025-05-06 14:08:53
9879,292,High stress environment,1.1,2024-01-31 14:08:53
9880,1049,High stress environment,2.4,2025-04-21 14:08:53
9881,1479,Great place to work,3.2,2024-09-13 14:08:53
9882,1573,Limited growth,4.5,2025-11-09 14:08:53
9883,1186,Remote-friendly,2.4,2024-08-07 14:08:53
9884,1252,Strong leadership,2.1,2023-11-24 14:08:53
9885,1599,Strong leadership,1.4,2024-04-22 14:08:53
9886,1820,Poor management,4.4,2022-12-21 14:08:53
9887,271,Strong leadership,4.5,2023-08-19 14:08:53
9888,1055,High stress environment,3.0,2024-12-06 14:08:53
9889,1499,Career growth opportunities,4.3,2024-04-25 14:08:53
9890,281,Amazing colleagues,1.3,2025-06-24 14:08:53
9891,1939,Learning opportunities,2.0,2024-02-18 14:08:53
9892,1219,Innovative environment,4.4,2023-08-24 14:08:53
9893,107,Great place to work,1.8,2023-06-05 14:08:53
9894,492,Innovative environment,1.5,2025-01-28 14:08:53
9895,1354,Underpaid position,2.8,2024-09-09 14:08:53
9896,1,Remote-friendly,1.9,2023-03-28 14:08:53
9897,1979,Competitive salary,2.7,2023-09-06 14:08:53
9898,1928,Amazing colleagues,1.2,2023-02-02 14:08:53
9899,1204,Toxic workplace,3.5,2023-05-14 14:08:53
9900,995,Flexible working hours,2.7,2025-02-25 14:08:53
9901,527,Good work-life balance,4.5,2024-05-22 14:08:53
9902,51,Underpaid position,4.4,2024-10-21 14:08:53
9903,310,Underpaid position,3.4,2023-03-20 14:08:53
9904,1811,Excellent benefits,4.6,2025-06-16 14:08:53
9905,415,Competitive salary,4.2,2024-07-14 14:08:53
9906,1946,Amazing colleagues,2.8,2022-12-12 14:08:53
9907,96,High stress environment,4.9,2024-07-02 14:08:53
9908,1809,Competitive salary,2.7,2023-02-26 14:08:53
9909,747,Amazing colleagues,4.6,2023-04-30 14:08:53
9910,1457,Flexible working hours,2.3,2024-08-23 14:08:53
9911,1,Competitive salary,4.2,2023-02-24 14:08:53
9912,1661,Competitive salary,3.4,2023-10-14 14:08:53
9913,1797,Poor management,2.9,2023-10-10 14:08:53
9914,215,Strong leadership,4.7,2024-06-24 14:08:53
9915,562,Competitive salary,4.5,2023-11-01 14:08:53
9916,139,Innovative environment,1.4,2024-02-19 14:08:53
9917,39,Fast-paced environment,4.8,2024-04-22 14:08:53
9918,128,Strong leadership,3.8,2023-06-19 14:08:53
9919,242,Amazing company culture,4.6,2025-05-07 14:08:53
9920,769,Strong leadership,4.2,2025-06-23 14:08:53
9921,1682,Good work-life balance,2.9,2023-06-20 14:08:53
9922,2000,Innovative environment,3.7,2025-11-05 14:08:53
9923,1550,Learning opportunities,1.5,2023-01-17 14:08:53
9924,1311,Career growth opportunities,1.6,2024-04-11 14:08:53
9925,1505,High stress environment,4.1,2024-07-22 14:08:53
9926,407,Flexible working hours,2.3,2024-04-20 14:08:53
9927,487,Supportive team,2.5,2024-06-19 14:08:53
9928,759,Fast-paced environment,4.8,2023-10-26 14:08:53
9929,428,Challenging projects,4.8,2024-10-05 14:08:53
9930,1785,Underpaid position,4.7,2025-08-21 14:08:53
9931,1234,Strong leadership,1.8,2025-03-09 14:08:53
9932,259,Career growth opportunities,4.5,2024-05-23 14:08:53
9933,1166,Remote-friendly,4.3,2025-08-18 14:08:53
9934,1798,Competitive salary,3.4,2025-03-19 14:08:53
9935,1705,Challenging projects,1.8,2023-10-24 14:08:53
9936,1179,Flexible working hours,2.7,2025-11-06 14:08:53
9937,14,Strong leadership,4.2,2022-12-11 14:08:53
9938,825,Good work-life balance,4.9,2025-01-13 14:08:53
9939,86,Competitive salary,3.1,2025-04-02 14:08:53
9940,598,Good work-life balance,4.3,2024-12-18 14:08:53
9941,1212,Innovative environment,3.0,2025-02-18 14:08:53
9942,249,Challenging projects,3.0,2024-06-15 14:08:53
9943,497,Learning opportunities,2.4,2022-12-14 14:08:53
9944,1586,Fast-paced environment,2.7,2023-07-20 14:08:53
9945,59,Good work-life balance,3.3,2025-07-09 14:08:53
9946,1606,Poor management,3.9,2025-02-24 14:08:53
9947,1134,Poor management,2.6,2024-01-23 14:08:53
9948,1782,Challenging projects,4.2,2023-11-21 14:08:53
9949,459,Toxic workplace,5.0,2023-06-06 14:08:53
9950,58,Learning opportunities,1.5,2024-06-25 14:08:53
9951,7,Innovative environment,1.1,2024-07-04 14:08:53
9952,281,Innovative environment,1.7,2025-04-20 14:08:53
9953,709,Amazing colleagues,1.0,2024-12-31 14:08:53
9954,1573,Limited growth,3.6,2023-03-09 14:08:53
9955,795,Strong leadership,3.7,2022-12-06 14:08:53
9956,1731,Fast-paced environment,4.8,2025-03-05 14:08:53
9957,1065,Remote-friendly,5.0,2025-01-10 14:08:53
9958,1836,Toxic workplace,1.5,2024-03-14 14:08:53
9959,1184,Challenging projects,1.6,2025-03-03 14:08:53
9960,1291,Supportive team,4.2,2025-03-16 14:08:53
9961,395,Career growth opportunities,4.8,2023-01-15 14:08:53
9962,301,Competitive salary,4.7,2024-05-30 14:08:53
9963,1626,Learning opportunities,2.9,2024-04-04 14:08:53
9964,879,Flexible working hours,2.2,2025-05-25 14:08:53
9965,1165,Career growth opportunities,2.0,2025-03-05 14:08:53
9966,213,Innovative environment,1.1,2025-01-04 14:08:53
9967,1796,Competitive salary,1.1,2024-03-21 14:08:53
9968,1152,Poor management,2.8,2024-07-09 14:08:53
9969,533,Amazing colleagues,1.7,2024-06-04 14:08:53
9970,69,Career growth opportunities,2.9,2023-07-02 14:08:53
9971,1096,Career growth opportunities,4.1,2025-06-11 14:08:53
9972,461,Excellent benefits,1.6,2023-05-01 14:08:53
9973,527,Challenging projects,4.9,2025-02-18 14:08:53
9974,754,Supportive team,3.7,2023-08-23 14:08:53
9975,1291,Excellent benefits,1.7,2023-08-07 14:08:53
9976,948,Competitive salary,3.7,2024-12-14 14:08:53
9977,1224,Strong leadership,2.0,2025-01-10 14:08:53
9978,713,Great place to work,3.2,2023-12-03 14:08:53
9979,851,Poor management,1.2,2023-10-07 14:08:53
9980,308,Innovative environment,3.5,2024-12-19 14:08:53
9981,190,Great place to work,3.8,2024-03-11 14:08:53
9982,616,Excellent benefits,4.0,2024-06-24 14:08:53
9983,1688,Underpaid position,2.8,2025-06-13 14:08:53
9984,688,Underpaid position,2.7,2023-05-20 14:08:53
9985,1496,Amazing company culture,2.6,2024-10-31 14:08:53
9986,705,Fast-paced environment,4.2,2022-12-08 14:08:53
9987,896,Flexible working hours,4.4,2025-09-11 14:08:53
9988,149,Great place to work,1.4,2023-01-27 14:08:53
9989,405,Competitive salary,4.6,2025-05-20 14:08:53
9990,686,Innovative environment,4.3,2023-09-27 14:08:53
9991,502,Innovative environment,4.2,2025-03-05 14:08:53
9992,1133,Good work-life balance,4.0,2023-11-07 14:08:53
9993,108,Supportive team,2.1,2023-07-11 14:08:53
9994,1099,Toxic workplace,1.0,2024-01-17 14:08:53
9995,305,High stress environment,2.8,2025-11-13 14:08:53
9996,543,Amazing colleagues,3.9,2025-08-16 14:08:53
9997,1389,Underpaid position,1.4,2024-12-18 14:08:53
9998,684,Strong leadership,4.3,2025-09-19 14:08:53
9999,20,Underpaid position,1.4,2023-12-11 14:08:53
10000,1037,Challenging projects,2.2,2022-11-20 14:08:53
10001,789,Toxic workplace,2.6,2023-11-10 14:08:53
10002,96,Poor management,1.9,2024-06-17 14:08:53
10003,1886,Challenging projects,3.5,2023-10-02 14:08:53
10004,1224,Great place to work,4.9,2023-03-01 14:08:53
10005,122,Challenging projects,4.8,2023-11-06 14:08:53
10006,1490,Remote-friendly,4.0,2025-08-19 14:08:53
10007,1125,High stress environment,1.8,2024-10-24 14:08:53
10008,1686,Excellent benefits,4.6,2024-08-05 14:08:53
10009,1369,Competitive salary,4.5,2025-09-20 14:08:53
10010,123,Excellent benefits,2.8,2023-10-31 14:08:53
10011,151,Career growth opportunities,3.0,2024-02-05 14:08:53
10012,1559,Fast-paced environment,4.2,2025-05-27 14:08:53
10013,102,Competitive salary,4.2,2024-10-03 14:08:53
10014,1993,Challenging projects,1.1,2023-07-27 14:08:53
10015,951,Toxic workplace,1.2,2023-05-06 14:08:53
10016,1908,Competitive salary,1.3,2025-11-07 14:08:53
10017,1666,Toxic workplace,2.1,2024-06-07 14:08:53
10018,1236,Fast-paced environment,4.0,2023-05-11 14:08:53
10019,1162,Remote-friendly,3.3,2023-12-30 14:08:53
10020,251,Underpaid position,4.4,2024-09-13 14:08:53
10021,1512,Amazing colleagues,2.0,2023-09-02 14:08:53
10022,1072,Challenging projects,5.0,2022-11-19 14:08:53
10023,485,Toxic workplace,2.1,2025-10-06 14:08:53
10024,1527,Strong leadership,2.1,2025-08-11 14:08:53
10025,1469,Great place to work,1.5,2025-04-05 14:08:53
10026,1958,Toxic workplace,4.6,2024-02-02 14:08:53
10027,535,Competitive salary,1.3,2023-11-06 14:08:53
10028,1864,Amazing colleagues,1.3,2023-12-01 14:08:53
10029,1016,Limited growth,1.2,2024-05-09 14:08:53
10030,857,Challenging projects,4.0,2023-10-13 14:08:53
10031,1553,Flexible working hours,1.1,2024-12-29 14:08:53
10032,561,High stress environment,1.2,2023-04-29 14:08:53
10033,1559,Good work-life balance,3.1,2025-03-24 14:08:53
10034,1246,Challenging projects,1.8,2023-11-03 14:08:53
10035,683,Amazing colleagues,1.2,2023-02-22 14:08:53
10036,1726,Amazing colleagues,3.5,2025-02-09 14:08:53
10037,1390,Underpaid position,5.0,2025-07-07 14:08:53
10038,1805,Fast-paced environment,3.9,2024-03-31 14:08:53
10039,1000,Supportive team,4.8,2025-03-13 14:08:53
10040,1556,Amazing colleagues,2.0,2023-12-16 14:08:53
10041,1285,Limited growth,2.9,2023-08-02 14:08:53
10042,1906,Excellent benefits,4.7,2023-01-09 14:08:53
10043,251,Underpaid position,4.3,2023-11-07 14:08:53
10044,1074,Poor management,2.4,2024-03-04 14:08:53
10045,1399,Strong leadership,3.0,2025-02-12 14:08:53
10046,1124,Learning opportunities,4.9,2023-04-19 14:08:53
10047,584,Toxic workplace,1.3,2023-08-24 14:08:53
10048,1297,Remote-friendly,4.7,2025-09-29 14:08:53
10049,699,High stress environment,3.8,2024-12-30 14:08:53
10050,1923,Toxic workplace,3.6,2025-08-25 14:08:53
10051,505,Amazing colleagues,4.3,2025-01-19 14:08:53
10052,847,Underpaid position,4.8,2025-04-02 14:08:53
10053,606,Toxic workplace,4.2,2024-12-04 14:08:53
10054,1826,Remote-friendly,1.9,2023-04-18 14:08:53
10055,118,Good work-life balance,1.5,2024-06-20 14:08:53
10056,1925,Limited growth,1.3,2025-11-12 14:08:53
10057,140,Good work-life balance,4.1,2025-08-07 14:08:53
10058,1799,Limited growth,3.2,2024-10-26 14:08:53
10059,1169,Great place to work,1.2,2024-05-21 14:08:53
10060,1879,Great place to work,3.5,2023-09-30 14:08:53
10061,1032,Underpaid position,4.5,2024-07-12 14:08:53
10062,1409,Competitive salary,3.7,2025-05-05 14:08:53
10063,1656,Great place to work,4.8,2023-02-07 14:08:53
10064,1865,Flexible working hours,3.6,2024-07-09 14:08:53
10065,1518,Limited growth,1.3,2024-07-11 14:08:53
10066,1227,Great place to work,3.3,2025-02-12 14:08:53
10067,1323,Competitive salary,3.8,2025-01-10 14:08:53
10068,449,Great place to work,1.4,2024-01-17 14:08:53
10069,1190,Toxic workplace,3.1,2025-01-03 14:08:53
10070,1446,Underpaid position,2.9,2025-04-15 14:08:53
10071,1257,Amazing company culture,3.5,2024-09-17 14:08:53
10072,1396,Flexible working hours,1.7,2023-01-30 14:08:53
10073,82,Underpaid position,3.1,2023-03-30 14:08:53
10074,718,Limited growth,1.6,2023-09-20 14:08:53
10075,443,Underpaid position,1.9,2023-05-21 14:08:53
10076,979,Fast-paced environment,4.3,2025-03-17 14:08:53
10077,74,Challenging projects,2.1,2024-10-12 14:08:53
10078,1707,Limited growth,4.3,2025-05-08 14:08:53
10079,887,Innovative environment,1.4,2024-01-10 14:08:53
10080,157,Remote-friendly,4.8,2024-03-28 14:08:53
10081,1644,Good work-life balance,4.3,2024-02-27 14:08:53
10082,234,Excellent benefits,1.3,2025-01-07 14:08:53
10083,1120,Fast-paced environment,1.4,2023-12-31 14:08:53
10084,1023,Competitive salary,1.5,2025-06-02 14:08:53
10085,832,Strong leadership,4.8,2025-05-04 14:08:53
10086,1800,Career growth opportunities,2.6,2024-06-08 14:08:53
10087,1861,Poor management,2.1,2025-08-24 14:08:53
10088,658,Amazing colleagues,1.9,2024-06-05 14:08:53
10089,1900,Innovative environment,3.5,2025-02-13 14:08:53
10090,242,Toxic workplace,2.4,2024-01-31 14:08:53
10091,1706,Good work-life balance,2.1,2023-08-30 14:08:53
10092,57,Learning opportunities,2.5,2024-06-03 14:08:53
10093,447,Excellent benefits,3.3,2025-04-04 14:08:53
10094,1649,Excellent benefits,4.1,2024-06-08 14:08:53
10095,1571,Supportive team,2.9,2023-01-21 14:08:53
10096,1230,Innovative environment,2.9,2023-08-09 14:08:53
10097,711,Strong leadership,4.5,2022-12-15 14:08:53
10098,1224,Supportive team,3.5,2025-07-05 14:08:53
10099,1257,Fast-paced environment,4.1,2025-10-23 14:08:53
10100,1205,Excellent benefits,2.9,2025-05-20 14:08:53
10101,237,High stress environment,2.7,2024-07-31 14:08:53
10102,149,Toxic workplace,4.2,2023-12-27 14:08:53
10103,1462,Innovative environment,1.6,2024-02-21 14:08:53
10104,223,Poor management,3.8,2024-08-03 14:08:53
10105,1286,Career growth opportunities,4.1,2023-02-25 14:08:53
10106,1746,Innovative environment,4.2,2022-11-26 14:08:53
10107,1053,Challenging projects,1.1,2023-08-16 14:08:53
10108,537,Strong leadership,1.0,2024-11-25 14:08:53
10109,940,Toxic workplace,1.3,2024-11-08 14:08:53
10110,42,Great place to work,2.6,2023-08-02 14:08:53
10111,1837,Flexible working hours,2.0,2024-12-24 14:08:53
10112,783,Amazing colleagues,2.9,2024-11-02 14:08:53
10113,758,Challenging projects,2.7,2023-07-12 14:08:53
10114,1239,Limited growth,2.0,2024-03-18 14:08:53
10115,1427,Learning opportunities,3.0,2023-12-30 14:08:53
10116,1929,Challenging projects,1.9,2023-03-12 14:08:53
10117,1601,Excellent benefits,1.2,2023-04-23 14:08:53
10118,1457,Strong leadership,2.9,2024-02-01 14:08:53
10119,1782,Innovative environment,4.2,2025-08-01 14:08:53
10120,1888,Toxic workplace,2.3,2025-03-26 14:08:53
10121,959,Challenging projects,4.6,2022-12-03 14:08:53
10122,125,Flexible working hours,3.6,2024-04-27 14:08:53
10123,56,Underpaid position,4.1,2023-06-15 14:08:53
10124,1705,Career growth opportunities,3.3,2025-06-04 14:08:53
10125,1452,Excellent benefits,1.3,2024-01-19 14:08:53
10126,1204,Challenging projects,2.6,2023-10-25 14:08:53
10127,1672,Toxic workplace,3.0,2024-02-20 14:08:53
10128,705,Poor management,2.9,2023-09-23 14:08:53
10129,349,Challenging projects,2.2,2023-01-08 14:08:53
10130,1339,Excellent benefits,2.1,2025-09-23 14:08:53
10131,1891,Innovative environment,1.5,2023-05-25 14:08:53
10132,1307,Poor management,2.9,2025-08-14 14:08:53
10133,754,Remote-friendly,2.2,2023-10-21 14:08:53
10134,1459,Remote-friendly,4.0,2023-04-25 14:08:53
10135,308,Competitive salary,3.1,2024-10-19 14:08:53
10136,1002,Toxic workplace,3.8,2024-06-08 14:08:53
10137,1969,Toxic workplace,3.0,2023-11-29 14:08:53
10138,1534,Supportive team,4.6,2024-01-24 14:08:53
10139,467,Good work-life balance,1.4,2023-09-09 14:08:53
10140,611,Challenging projects,4.3,2025-03-21 14:08:53
10141,982,Competitive salary,3.0,2024-07-28 14:08:53
10142,376,Poor management,3.7,2023-11-28 14:08:53
10143,886,Toxic workplace,3.5,2025-02-21 14:08:53
10144,1406,Underpaid position,3.4,2023-01-20 14:08:53
10145,1209,Flexible working hours,5.0,2024-06-24 14:08:53
10146,454,Amazing colleagues,2.0,2024-05-06 14:08:53
10147,1969,Strong leadership,2.6,2024-12-13 14:08:53
10148,1151,Remote-friendly,1.5,2023-03-15 14:08:53
10149,795,Supportive team,4.7,2023-09-30 14:08:53
10150,1134,Amazing company culture,2.2,2023-11-08 14:08:53
10151,84,Excellent benefits,3.8,2024-10-11 14:08:53
10152,129,Competitive salary,4.5,2023-01-17 14:08:53
10153,1458,Good work-life balance,1.4,2024-01-10 14:08:53
10154,1604,Good work-life balance,4.0,2024-05-10 14:08:53
10155,1655,Fast-paced environment,1.4,2025-04-27 14:08:53
10156,370,Amazing company culture,2.0,2024-04-05 14:08:53
10157,328,Competitive salary,2.5,2023-11-09 14:08:53
10158,1904,Challenging projects,4.6,2025-04-28 14:08:53
10159,1308,Fast-paced environment,3.9,2024-06-15 14:08:53
10160,736,Great place to work,1.8,2024-12-01 14:08:53
10161,1953,Toxic workplace,2.1,2024-07-30 14:08:53
10162,1497,Limited growth,1.9,2025-11-01 14:08:53
10163,1388,Supportive team,2.6,2023-05-24 14:08:53
10164,1655,Remote-friendly,4.5,2023-05-23 14:08:53
10165,1606,Innovative environment,3.5,2023-10-31 14:08:53
10166,1225,Strong leadership,4.5,2025-08-09 14:08:53
10167,1838,Limited growth,2.3,2025-05-31 14:08:53
10168,1575,Toxic workplace,1.7,2025-02-28 14:08:53
10169,1833,Career growth opportunities,3.1,2025-01-22 14:08:53
10170,1771,Competitive salary,4.7,2024-08-19 14:08:53
10171,1118,Toxic workplace,4.7,2023-10-28 14:08:53
10172,1330,Remote-friendly,1.9,2024-12-16 14:08:53
10173,69,Competitive salary,2.6,2023-06-07 14:08:53
10174,1283,Good work-life balance,4.8,2025-07-29 14:08:53
10175,20,Underpaid position,3.4,2024-05-29 14:08:53
10176,1427,Excellent benefits,1.2,2023-10-19 14:08:53
10177,403,Flexible working hours,3.4,2023-03-04 14:08:53
10178,1467,Amazing colleagues,2.6,2025-05-05 14:08:53
10179,1913,Good work-life balance,4.8,2023-07-26 14:08:53
10180,1339,Innovative environment,2.5,2024-01-24 14:08:53
10181,1285,Career growth opportunities,3.8,2023-06-05 14:08:53
10182,1821,Learning opportunities,4.2,2023-09-22 14:08:53
10183,196,Strong leadership,3.2,2025-07-10 14:08:53
10184,1925,Amazing colleagues,4.8,2023-12-03 14:08:53
10185,1115,Amazing company culture,2.0,2024-04-11 14:08:53
10186,570,Innovative environment,4.4,2025-08-19 14:08:53
10187,1657,Amazing colleagues,2.0,2022-12-16 14:08:53
10188,1312,Supportive team,2.2,2025-06-16 14:08:53
10189,1942,Underpaid position,2.1,2024-03-31 14:08:53
10190,1785,Fast-paced environment,1.9,2023-12-30 14:08:53
10191,807,Learning opportunities,3.7,2024-04-26 14:08:53
10192,265,Remote-friendly,1.0,2024-08-31 14:08:53
10193,1042,Fast-paced environment,3.9,2025-06-18 14:08:53
10194,766,Innovative environment,2.6,2023-04-27 14:08:53
10195,390,Underpaid position,1.6,2024-04-27 14:08:53
10196,901,Flexible working hours,2.7,2023-01-03 14:08:53
10197,1181,Amazing colleagues,1.1,2025-08-20 14:08:53
10198,706,Poor management,3.6,2023-06-06 14:08:53
10199,164,Good work-life balance,4.7,2024-11-10 14:08:53
10200,697,High stress environment,1.1,2024-06-22 14:08:53
10201,801,Great place to work,4.9,2025-05-12 14:08:53
10202,1194,Good work-life balance,4.8,2024-12-22 14:08:53
10203,943,Great place to work,3.2,2024-04-15 14:08:53
10204,1121,Supportive team,2.0,2025-07-06 14:08:53
10205,343,Challenging projects,1.7,2025-09-29 14:08:53
10206,927,Flexible working hours,3.3,2024-09-17 14:08:53
10207,1642,Flexible working hours,2.0,2023-02-05 14:08:53
10208,454,Amazing company culture,2.2,2025-04-10 14:08:53
10209,1338,Supportive team,4.4,2024-08-26 14:08:53
10210,908,Supportive team,2.8,2024-11-24 14:08:53
10211,564,Fast-paced environment,2.3,2023-09-26 14:08:53
10212,963,Learning opportunities,3.7,2025-09-09 14:08:53
10213,1271,Fast-paced environment,1.2,2025-10-05 14:08:53
10214,1525,Good work-life balance,2.7,2025-10-31 14:08:53
10215,784,Limited growth,4.0,2024-04-12 14:08:53
10216,1729,Supportive team,4.0,2024-05-19 14:08:53
10217,486,Amazing colleagues,2.4,2023-07-13 14:08:53
10218,727,Great place to work,3.0,2025-11-06 14:08:53
10219,1232,Career growth opportunities,3.5,2024-04-29 14:08:53
10220,1291,Remote-friendly,5.0,2024-05-29 14:08:53
10221,1518,Career growth opportunities,1.3,2023-06-12 14:08:53
10222,918,Toxic workplace,4.6,2023-09-23 14:08:53
10223,722,Challenging projects,4.8,2025-08-03 14:08:53
10224,766,High stress environment,4.8,2024-02-25 14:08:53
10225,1609,Amazing company culture,1.1,2024-09-20 14:08:53
10226,1363,Fast-paced environment,2.8,2024-10-11 14:08:53
10227,838,Flexible working hours,2.6,2023-02-06 14:08:53
10228,83,Amazing colleagues,1.4,2025-02-24 14:08:53
10229,1598,Limited growth,3.0,2024-11-22 14:08:53
10230,701,Flexible working hours,3.3,2024-12-10 14:08:53
10231,1058,Challenging projects,2.5,2024-07-11 14:08:53
10232,1510,Fast-paced environment,2.9,2025-02-15 14:08:53
10233,1539,Supportive team,1.5,2025-10-15 14:08:53
10234,793,Poor management,3.7,2023-09-29 14:08:53
10235,1395,Career growth opportunities,3.5,2024-07-25 14:08:53
10236,851,Competitive salary,2.3,2025-10-14 14:08:53
10237,275,Limited growth,4.2,2023-07-01 14:08:53
10238,1018,Limited growth,1.8,2024-02-25 14:08:53
10239,929,Strong leadership,2.9,2024-03-04 14:08:53
10240,301,Underpaid position,1.4,2024-05-23 14:08:53
10241,1342,Strong leadership,2.0,2022-12-21 14:08:53
10242,1784,Great place to work,1.7,2025-10-13 14:08:53
10243,749,Good work-life balance,1.9,2025-03-18 14:08:53
10244,1237,Good work-life balance,4.8,2025-10-28 14:08:53
10245,528,Toxic workplace,2.9,2025-02-05 14:08:53
10246,1279,Underpaid position,1.1,2025-06-11 14:08:53
10247,210,Great place to work,3.2,2024-10-15 14:08:53
10248,750,Career growth opportunities,3.7,2024-10-24 14:08:53
10249,863,High stress environment,3.0,2024-07-19 14:08:53
10250,1858,Supportive team,3.9,2023-09-20 14:08:53
10251,1050,Excellent benefits,4.6,2023-02-03 14:08:53
10252,1657,Flexible working hours,1.0,2023-06-03 14:08:53
10253,1273,Underpaid position,4.1,2023-07-27 14:08:53
10254,1039,Excellent benefits,1.5,2023-06-21 14:08:53
10255,1437,Toxic workplace,1.9,2025-06-08 14:08:53
10256,605,Remote-friendly,3.9,2024-04-30 14:08:53
10257,834,Amazing company culture,1.3,2024-05-08 14:08:53
10258,749,Underpaid position,3.6,2025-07-11 14:08:53
10259,1642,Flexible working hours,4.8,2025-03-17 14:08:53
10260,1360,Good work-life balance,3.8,2024-08-29 14:08:53
10261,952,Supportive team,4.0,2025-09-17 14:08:53
10262,1273,Great place to work,4.0,2024-08-01 14:08:53
10263,996,Competitive salary,3.4,2023-04-07 14:08:53
10264,1579,Toxic workplace,3.6,2025-09-16 14:08:53
10265,790,Amazing colleagues,1.5,2023-01-03 14:08:53
10266,745,Career growth opportunities,4.4,2025-08-05 14:08:53
10267,804,Supportive team,3.1,2024-12-11 14:08:53
10268,1200,Supportive team,1.1,2024-10-17 14:08:53
10269,1155,Challenging projects,4.4,2025-10-28 14:08:53
10270,713,Strong leadership,3.7,2023-06-13 14:08:53
10271,1146,High stress environment,2.1,2022-11-27 14:08:53
10272,72,Flexible working hours,4.6,2025-10-20 14:08:53
10273,1390,Fast-paced environment,2.8,2025-09-24 14:08:53
10274,1920,Poor management,1.2,2025-05-17 14:08:53
10275,610,Challenging projects,2.8,2025-02-10 14:08:53
10276,584,Supportive team,4.5,2024-10-09 14:08:53
10277,134,Great place to work,1.9,2024-04-03 14:08:53
10278,1973,Strong leadership,4.3,2024-01-25 14:08:53
10279,53,High stress environment,4.6,2023-04-13 14:08:53
10280,1463,Innovative environment,2.1,2023-03-18 14:08:53
10281,779,Learning opportunities,2.0,2025-02-07 14:08:53
10282,1281,Remote-friendly,4.5,2023-11-10 14:08:53
10283,537,Poor management,3.6,2025-04-21 14:08:53
10284,775,Competitive salary,4.7,2024-03-05 14:08:53
10285,1679,Challenging projects,3.7,2024-10-02 14:08:53
10286,1707,Great place to work,4.6,2024-03-24 14:08:53
10287,1517,Amazing colleagues,1.8,2024-03-30 14:08:53
10288,469,Competitive salary,3.7,2023-04-06 14:08:53
10289,660,Supportive team,4.6,2024-02-23 14:08:53
10290,1078,Great place to work,3.3,2023-06-04 14:08:53
10291,1744,Supportive team,2.0,2025-04-14 14:08:53
10292,913,Strong leadership,4.5,2022-11-20 14:08:53
